Topic,Indicator Name,Long definition
Learning Outcomes,SACMEQ: 6th grade students by mathematics proficiency level (%). Level 7 - Concrete Problem Solving,"Percentage of 6th grade students scoring at the Concrete Problem Solving numeracy level (Level 7 of 8) on the mathematics assessment. At this level, students can extract and convert (for example, with respect to measurement units) information from tables, charts, visual and symbolic presentations in order to identify, and then solve multi-step problems. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Female 6th grade students by mathematics proficiency level (%). Level 7 - Concrete Problem Solving,"Percentage of 6th grade female students scoring at the Concrete Problem Solving numeracy level (Level 7 of 8) on the mathematics assessment. At this level, students can extract and convert (for example, with respect to measurement units) information from tables, charts, visual and symbolic presentations in order to identify, and then solve multi-step problems. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Male 6th grade students by mathematics proficiency level (%). Level 7 - Concrete Problem Solving,"Percentage of 6th grade male students scoring at the Concrete Problem Solving numeracy level (Level 7 of 8) on the mathematics assessment. At this level, students can extract and convert (for example, with respect to measurement units) information from tables, charts, visual and symbolic presentations in order to identify, and then solve multi-step problems. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: 6th grade students by mathematics proficiency level (%). Level 8 - Abstract Problem Solving,"Percentage of 6th grade students scoring at the Abstract Problem Solving numeracy level (Level 8 of 8) on the mathematics assessment. At this level, students can identify the nature of an unstated mathematical problem embedded within verbal or graphic information, and then translate this into symbolic, algebraic, or equation form in order to solve the problem. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Female 6th grade students by mathematics proficiency level (%). Level 8 - Abstract Problem Solving,"Percentage of 6th grade female students scoring at the Abstract Problem Solving numeracy level (Level 8 of 8) on the mathematics assessment. At this level, students can identify the nature of an unstated mathematical problem embedded within verbal or graphic information, and then translate this into symbolic, algebraic, or equation form in order to solve the problem. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Male 6th grade students by mathematics proficiency level (%). Level 8 - Abstract Problem Solving,"Percentage of 6th grade male students scoring at the Abstract Problem Solving numeracy level (Level 8 of 8) on the mathematics assessment. At this level, students can identify the nature of an unstated mathematical problem embedded within verbal or graphic information, and then translate this into symbolic, algebraic, or equation form in order to solve the problem. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Mean performance on the 6th grade mathematics scale. Male,"Mean performance on the mathematics scale, male is the mean mathematics score for male 6th grade students. Mean scores are on SACMEQ scales for mathematics, which have averages of 500 and standard deviations of 100. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Mean performance on the 6th grade reading scale,"Mean performance on the reading scale, total is the mean reading score for all 6th grade students. Mean scores are on SACMEQ scales for reading, which have averages of 500 and standard deviations of 100. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Mean performance on the 6th grade reading scale. Female,"Mean performance on the reading scale, female is the mean reading score for female 6th grade students. Mean scores are on SACMEQ scales for reading, which have averages of 500 and standard deviations of 100. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: 6th grade students by reading proficiency level (%). Level 1 - Pre-Reading,"Percentage of 6th grade students scoring at the Pre-Reading level (Level 1 of 8) on the reading assessment. At this level, the student can match words and pictures involving concrete concepts and everyday objects, and follow short simple written instructions. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Female 6th grade students by reading proficiency level (%). Level 1 - Pre-Reading,"Percentage of 6th grade female students scoring at the Pre-Reading level (Level 1 of 8) on the reading assessment. At this level, the student can match words and pictures involving concrete concepts and everyday objects, and follow short simple written instructions. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Male 6th grade students by reading proficiency level (%). Level 1 - Pre-Reading,"Percentage of 6th grade male students scoring at the Pre-Reading level (Level 1 of 8) on the reading assessment. At this level, the student can match words and pictures involving concrete concepts and everyday objects, and follow short simple written instructions. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: 6th grade students by reading proficiency level (%). Level 2 - Emergent Reading,"Percentage of 6th grade students scoring at the Emergent Reading level (Level 2 of 8) on the reading assessment. Students at this level can match words and pictures involving prepositions and abstract concepts, and use cuing systems (by sounding out, using simple sentence structure, and familiar words) to interpret phrases by reading on. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Female 6th grade students by reading proficiency level (%). Level 2 - Emergent Reading,"Percentage of 6th grade female students scoring at the Emergent Reading level (Level 2 of 8) on the reading assessment. Students at this level can match words and pictures involving prepositions and abstract concepts, and use cuing systems (by sounding out, using simple sentence structure, and familiar words) to interpret phrases by reading on. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Male 6th grade students by reading proficiency level (%). Level 2 - Emergent Reading,"Percentage of 6th grade male students scoring at the Emergent Reading level (Level 2 of 8) on the reading assessment. Students at this level can match words and pictures involving prepositions and abstract concepts, and use cuing systems (by sounding out, using simple sentence structure, and familiar words) to interpret phrases by reading on. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: 6th grade students by reading proficiency level (%). Level 3 - Basic Reading,"Percentage of 6th grade students scoring at the Basic Reading level (Level 3 of 8) on the reading assessment. Students at this level can interpret meaning (by matching words and phrases, completing a sentence, or matching adjacent words) in a short and simple text by reading on or reading back. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Female 6th grade students by reading proficiency level (%). Level 3 - Basic Reading,"Percentage of 6th grade female students scoring at the Basic Reading level (Level 3 of 8) on the reading assessment. Students at this level can interpret meaning (by matching words and phrases, completing a sentence, or matching adjacent words) in a short and simple text by reading on or reading back. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Male 6th grade students by reading proficiency level (%). Level 3 - Basic Reading,"Percentage of 6th grade male students scoring at the Basic Reading level (Level 3 of 8) on the reading assessment. Students at this level can interpret meaning (by matching words and phrases, completing a sentence, or matching adjacent words) in a short and simple text by reading on or reading back. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: 6th grade students by reading proficiency level (%). Level 4 - Reading for Meaning,"Percentage of 6th grade students scoring at the Reading for Meaning level (Level 4 of 8) on the reading assessment. At this level, students can read on or read back in order to link and interpret information located in various parts of the text. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Female 6th grade students by reading proficiency level (%). Level 4 - Reading for Meaning,"Percentage of 6th grade female students scoring at the Reading for Meaning level (Level 4 of 8) on the reading assessment. At this level, students can read on or read back in order to link and interpret information located in various parts of the text. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Male 6th grade students by reading proficiency level (%). Level 4 - Reading for Meaning,"Percentage of 6th grade male students scoring at the Reading for Meaning level (Level 4 of 8) on the reading assessment. At this level, students can read on or read back in order to link and interpret information located in various parts of the text. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: 6th grade students by reading proficiency level (%). Level 5 - Interpretive Reading,"Percentage of 6th grade students scoring at the Interpretive Reading level (Level 5 of 8) on the reading assessment. At this level, students can read on and reads back in order to combine and interpret information from various parts of the text in association with external information (based on recalled factual knowledge) that ‘completes’ and contextualizes meaning. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Female 6th grade students by reading proficiency level (%). Level 5 - Interpretive Reading,"Percentage of 6th grade female students scoring at the Interpretive Reading level (Level 5 of 8) on the reading assessment. At this level, students can read on and reads back in order to combine and interpret information from various parts of the text in association with external information (based on recalled factual knowledge) that ‘completes’ and contextualizes meaning. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Male 6th grade students by reading proficiency level (%). Level 5 - Interpretive Reading,"Percentage of 6th grade male students scoring at the Interpretive Reading level (Level 5 of 8) on the reading assessment. At this level, students can read on and reads back in order to combine and interpret information from various parts of the text in association with external information (based on recalled factual knowledge) that ‘completes’ and contextualizes meaning. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: 6th grade students by reading proficiency level (%). Level 6 - Inferential Reading,"Percentage of 6th grade students scoring at the Inferential Reading level (Level 6 of 8) on the reading assessment. At this level, students can read on and read back through longer texts (narrative, document, or expository) in order to combine information from various parts of the texts so as to infer the writer’s purpose. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Female 6th grade students by reading proficiency level (%). Level 6 - Inferential Reading,"Percentage of 6th grade female students scoring at the Inferential Reading level (Level 6 of 8) on the reading assessment. At this level, students can read on and read back through longer texts (narrative, document, or expository) in order to combine information from various parts of the texts so as to infer the writer’s purpose. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Male 6th grade students by reading proficiency level (%). Level 6 - Inferential Reading,"Percentage of 6th grade male students scoring at the Inferential Reading level (Level 6 of 8) on the reading assessment. At this level, students can read on and read back through longer texts (narrative, document, or expository) in order to combine information from various parts of the texts so as to infer the writer’s purpose. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: 6th grade students by reading proficiency level (%). Level 7 - Analytical Reading,"Percentage of 6th grade students scoring at the Analytical Reading level (Level 7 of 8) on the reading assessment. At this level, students can locate information in longer texts (narrative, document, or expository) by reading on and reading backing order to combine information from various parts of the text so as to infer the writer’s personal beliefs (value systems, prejudices, and/or biases). Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Female 6th grade students by reading proficiency level (%). Level 7 - Analytical Reading,"Percentage of 6th grade female students scoring at the Analytical Reading level (Level 7 of 8) on the reading assessment. At this level, students can locate information in longer texts (narrative, document, or expository) by reading on and reading backing order to combine information from various parts of the text so as to infer the writer’s personal beliefs (value systems, prejudices, and/or biases). Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Male 6th grade students by reading proficiency level (%). Level 7 - Analytical Reading,"Percentage of 6th grade male students scoring at the Analytical Reading level (Level 7 of 8) on the reading assessment. At this level, students can locate information in longer texts (narrative, document, or expository) by reading on and reading backing order to combine information from various parts of the text so as to infer the writer’s personal beliefs (value systems, prejudices, and/or biases). Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: 6th grade students by reading proficiency level (%). Level 8 - Critical Reading,"Percentage of 6th grade students scoring at the Critical Reading level (Level 8 of 8) on the reading assessment. At this level, students can locate information in longer texts (narrative, document, and expository) by reading on and reading back in order to combine information from various parts of the text so as to infer and evaluate what the writer has assumed about the topic and the characteristics of the reader – such as age, knowledge, and personal beliefs (values systems, prejudices, and/or biases). Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Female 6th grade students by reading proficiency level (%). Level 8 - Critical Reading,"Percentage of 6th grade female students scoring at the Critical Reading level (Level 8 of 8) on the reading assessment. At this level, students can locate information in longer texts (narrative, document, and expository) by reading on and reading back in order to combine information from various parts of the text so as to infer and evaluate what the writer has assumed about the topic and the characteristics of the reader – such as age, knowledge, and personal beliefs (values systems, prejudices, and/or biases). Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Male 6th grade students by reading proficiency level (%). Level 8 - Critical Reading,"Percentage of 6th grade male students scoring at the Critical Reading level (Level 8 of 8) on the reading assessment. At this level, students can locate information in longer texts (narrative, document, and expository) by reading on and reading back in order to combine information from various parts of the text so as to infer and evaluate what the writer has assumed about the topic and the characteristics of the reader – such as age, knowledge, and personal beliefs (values systems, prejudices, and/or biases). Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,SACMEQ: Mean performance on the 6th grade reading scale. Male,"Mean performance on the reading scale, male is the mean reading score for male 6th grade students. Mean scores are on SACMEQ scales for reading, which have averages of 500 and standard deviations of 100. Data reflects country performance in the stated year according to SACMEQ, but may not be comparable across years or countries. Consult the SACMEQ website for more detailed information: http://www.sacmeq.org/"
Learning Outcomes,"TIMSS: Mean performance on the mathematics scale for fourth grade students, total","TIMSS: Mean performance on the mathematics scale for fourth grade students, total is the average scale score for 4th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Fourth grade students reaching the advanced international benchmark of mathematics achievement (%),"TIMSS: Fourth grade students reaching the advanced international benchmark of mathematics achievement (%) is the share of 4th grade students scoring at least 625 on the mathematics assessment. Students at this benchmark can apply their understanding and knowledge in a variety of relatively complex situations and explain their reasoning. They can solve a variety of multi-step word problems involving whole numbers. Students at this level show an increasing understanding of fractions and decimals. They can apply knowledge of a range of two- and three-dimensional shapes in a variety of situations. They can interpret and represent data to solve multi-step problems. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Female 4th grade students reaching the advanced international benchmark of mathematics achievement (%),"TIMSS: Female 4th grade students reaching the advanced international benchmark of mathematics achievement (%) is the share of female 4th grade students scoring at least 625 on the mathematics assessment. Students at this benchmark can apply their understanding and knowledge in a variety of relatively complex situations and explain their reasoning. They can solve a variety of multi-step word problems involving whole numbers including proportions. Students at this level show an increasing understanding of fractions and decimals. Students can apply geometric knowledge of a range of two- and three-dimensional shapes in a variety of situations. They can draw a conclusion from data in a table and justify their conclusion. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Male 4th grade students reaching the advanced international benchmark of mathematics achievement (%),"TIMSS: Male 4th grade students reaching the advanced international benchmark of mathematics achievement (%) is the share of male 4th grade students scoring at least 625 on the mathematics assessment. Students at this benchmark can apply their understanding and knowledge in a variety of relatively complex situations and explain their reasoning. They can solve a variety of multi-step word problems involving whole numbers including proportions. Students at this level show an increasing understanding of fractions and decimals. Students can apply geometric knowledge of a range of two- and three-dimensional shapes in a variety of situations. They can draw a conclusion from data in a table and justify their conclusion. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Fourth grade students who did not reach the low international benchmark of mathematics achievement (%),"TIMSS: Fourth grade students who did not reach the low international benchmark of mathematics achievement (%) is the share of 4th grade students scoring below 400 on the mathematics assessment. The indicator is the percentage of students with achievement too low for estimation on TIMSS and TIMSS Numeracy combined. Students were considered to have achievement too low for estimation if their performance on the assessment was no better than could be achieved by simply guessing on the multiple-choice assessment items. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Female 4th grade students who did not reach the low international benchmark of mathematics achievement (%),"TIMSS: Female 4th grade students who did not reach the low international benchmark of mathematics achievement (%) is the share of female 4th grade students scoring below 400 on the mathematics assessment. This indicator is calculated by subtracting the share of students reaching the low international benchmark from 100. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Male 4th grade students who did not reach the low international benchmark of mathematics achievement (%),"TIMSS: Male 4th grade students who did not reach the low international benchmark of mathematics achievement (%) is the share of male 4th grade students scoring below 400 on the mathematics assessment. This indicator is calculated by subtracting the share of students reaching the low international benchmark from 100. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,"TIMSS: Mean performance on the mathematics scale for fourth grade students, female","TIMSS: Mean performance on the mathematics scale for fourth grade students, female is the average scale score for female 4th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Fourth grade students reaching the high international benchmark of mathematics achievement (%),"TIMSS: Fourth grade students reaching the high international benchmark of mathematics achievement (%) is the share of 4th grade students scoring at least 550 on the mathematics assessment. Students at this benchmark can apply their knowledge and understanding to solve problems. They can solve word problems involving operations with whole numbers, simple fractions, and two-place decimals. Students demonstrate understanding of geometric properties of shapes and of angles that are less than or greater than a right angle. Students can interpret and use data in tables and a variety of graphs to solve problems. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Female 4th grade students reaching the high international benchmark of mathematics achievement (%),"TIMSS: Female 4th grade students reaching the high international benchmark of mathematics achievement (%) is the share of female 4th grade students scoring at least 550 on the mathematics assessment. Students at this benchmark can apply their knowledge and understanding to solve problems. Students can solve word problems involving operations with whole numbers. They can use division in a variety of problem situations. They can use their understanding of place value to solve problems. Students can extend patterns to find a later specified term. Students demonstrate understanding of line symmetry and geometric properties. Students can interpret and use data in tables and graphs to solve problems. They can use information in pictographs and tally charts to complete bar graphs. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Male 4th grade students reaching the high international benchmark of mathematics achievement (%),"TIMSS: Male 4th grade students reaching the high international benchmark of mathematics achievement (%) is the share of male 4th grade students scoring at least 550 on the mathematics assessment. Students at this benchmark can apply their knowledge and understanding to solve problems. Students can solve word problems involving operations with whole numbers. They can use division in a variety of problem situations. They can use their understanding of place value to solve problems. Students can extend patterns to find a later specified term. Students demonstrate understanding of line symmetry and geometric properties. Students can interpret and use data in tables and graphs to solve problems. They can use information in pictographs and tally charts to complete bar graphs. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Fourth grade students reaching the intermediate international benchmark of mathematics achievement (%),"TIMSS: Fourth grade students reaching the intermediate international benchmark of mathematics achievement (%) is the share of 4th grade students scoring at least 475 on the mathematics assessment. Students can apply basic mathematical knowledge in simple situations. They demonstrate an understanding of whole numbers and some understanding of fractions and decimals. Students can relate two- and three-dimensional shapes and identify and draw shapes with simple properties. They can read and interpret bar graphs and tables. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Female 4th grade students reaching the intermediate international benchmark of mathematics achievement (%),"TIMSS: Female 4th grade students reaching the intermediate international benchmark of mathematics achievement (%) is the share of female 4th grade students scoring at least 475 on the mathematics assessment. Students at this benchmark can apply basic mathematical knowledge in straightforward situations. Students at this level demonstrate an understanding of whole numbers and some understanding of fractions. Students can visualize three-dimensional shapes from two-dimensional representations. They can interpret bar graphs, pictographs, and tables to solve simple problems. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Male 4th grade students reaching the intermediate international benchmark of mathematics achievement (%),"TIMSS: Male 4th grade students reaching the intermediate international benchmark of mathematics achievement (%) is the share of male 4th grade students scoring at least 475 on the mathematics assessment. Students at this benchmark can apply basic mathematical knowledge in straightforward situations. Students at this level demonstrate an understanding of whole numbers and some understanding of fractions. Students can visualize three-dimensional shapes from two-dimensional representations. They can interpret bar graphs, pictographs, and tables to solve simple problems. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Fourth grade students reaching the low international benchmark of mathematics achievement (%),"TIMSS: Fourth grade students reaching the low international benchmark of mathematics achievement (%) is the share of 4th grade students scoring at least 400 on the mathematics assessment. Students have some basic mathematical knowledge. They can add and subtract whole numbers, have some understanding of multiplication by one-digit numbers, and can solve simple word problems. They have some knowledge of simple fractions, geometric shapes, and measurement. Students can read and complete simple bar graphs and tables. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Female 4th grade students reaching the low international benchmark of mathematics achievement (%),"TIMSS: Female 4th grade students reaching the low international benchmark of mathematics achievement (%) is the share of female 4th grade students scoring at least 400 on the mathematics assessment. Students at this benchmark have some basic mathematical knowledge. Students can add and subtract whole numbers. They have some recognition of parallel and perpendicular lines, familiar geometric shapes, and coordinate maps. They can read and complete simple bar graphs and tables. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Male 4th grade students reaching the low international benchmark of mathematics achievement (%),"TIMSS: Male 4th grade students reaching the low international benchmark of mathematics achievement (%) is the share of male 4th grade students scoring at least 400 on the mathematics assessment. Students at this benchmark have some basic mathematical knowledge. Students can add and subtract whole numbers. They have some recognition of parallel and perpendicular lines, familiar geometric shapes, and coordinate maps. They can read and complete simple bar graphs and tables. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,"TIMSS: Mean performance on the mathematics scale for fourth grade students, male","TIMSS: Mean performance on the mathematics scale for fourth grade students, male is the average scale score for male 4th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Distribution of 4th Grade Mathematics Scores: 5th Percentile Score,"The 5th percentile score is the score below which 5 percent of students scored. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Distribution of 4th Grade Mathematics Scores: 10th Percentile Score,"The 10th percentile score is the score below which 10 percent of students scored. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Distribution of 4th Grade Mathematics Scores: 25th Percentile Score,"The 25th percentile score is the score below which 25 percent of students scored. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Distribution of 4th Grade Mathematics Scores: 50th Percentile Score,"The 50th percentile score is the score below which 50 percent of students scored. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Distribution of 4th Grade Mathematics Scores: 75th Percentile Score,"The 75th percentile score is the score below which 75 percent of students scored. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Distribution of 4th Grade Mathematics Scores: 90th Percentile Score,"The 90th percentile score is the score below which 90 percent of students scored. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Distribution of 4th Grade Mathematics Scores: 95th Percentile Score,"The 95th percentile score is the score below which 90 percent of students scored. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,"TIMSS: Mean performance on the mathematics scale for eighth grade students, total","TIMSS: Mean performance on the mathematics scale for eighth grade students, total is the average scale score for 8th graders on the mathematics assessment. The scale centerpoint is 500. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Eighth grade students reaching the advanced international benchmark of mathematics achievement (%),"TIMSS: Eighth grade students reaching the advanced international benchmark of mathematics achievement (%) is the share of 8th grade students scoring at least 625 on the mathematics assessment. Students at this benchmark can apply and reason in a variety of problem situations, solve linear equations, and make generalizations. They can solve a variety of fraction, proportion, and percent problems and justify their conclusions. Students can use their knowledge of geometric figures to solve a wide range of problems about area. They demonstrate understanding of the meaning of averages and can solve problems involving expected values. Data reflect country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
Learning Outcomes,TIMSS: Female 8th grade students reaching the advanced international benchmark of mathematics achievement (%),"TIMSS: Female 8th grade students reaching the advanced international benchmark of mathematics achievement (%) is the share of female 8th grade students scoring at least 625 on the mathematics assessment. Students at this benchmark can reason with information, draw conclusions, make generalizations, and solve linear equations. Students can solve a variety of fraction, proportion, and percent problems and justify their conclusions. Students can express generalizations algebraically and model situations. They can solve a variety of problems involving equations, formulas, and functions. Students can reason with geometric figures to solve problems. Students can reason with data from several sources or unfamiliar representations to solve multi-step problems. Data reflects country performance in the stated year according to TIMSS reports, but may not be comparable across years or countries. Consult the TIMSS website for more detailed information: http://timss.bc.edu/"
